Sport,Family,1614,1618,2350,All Stores
Others,LIGHTWEIGHT CLOTHING,1.0,0.6,0,0.7777777777777778
HIKING/TREKKING,MEN NATURE HIKING PANTS,0.8222222222222222,0.8976377952755905,0.13333333333333333,0.8181818181818182
CROSSTRAIN,CROSS-TRAINING APPAREL,0.9392265193370166,0.888646288209607,0.19402985074626866,0.8356940509915014
CYCLING,MEN INTERMED/ADVDSPORT TRAIL MTB BIKE,0,0.9629629629629629,0.5,0.8048780487804879
SURFING,COLD WATER THERMAL ACCESSORIES,0.9285714285714286,0.9047619047619048,0.47368421052631576,0.8349514563106796
SURFING,WOWEN SOLAR PROTECTION WEAR,0.8455284552845529,0.7615384615384615,0.3384615384615385,0.7075471698113207
SAILING,REGATTA WARM WEATHER WOMAN CLOTHES,0,1.0,0,1.0
SAILING,REGATTA WARM WEATHER MAN CLOTHES,0,1.0,0.5833333333333334,0.8611111111111112
GOLF,MENS WARM WEATHER GOLF SHOES,1.0,0.8387096774193549,1.0,0.875
SURFING,DISCOVERY BODYBOARD,0.8333333333333334,0.5,0.4,0.5882352941176471
HIKING/TREKKING,"""WOMEN FAST HIKING SHOES",0.0,0.0,0.0,0.0
HIKING/TREKKING,ADULT MOUNTAIN HIKING SOCKS,0.5384615384615384,0.5666666666666667,0.0,0.4189189189189189
GOLF,WOMENS WARM WEATHER GOLF SHOES,0,0.13636363636363635,0.0,0.11538461538461539
CYCLING,BIKE SMARTPHONE HOLDERS,1.0,0.5,0.0,0.4444444444444444
FITNESS,FITNESS CARDIO STEPPER,0.6666666666666666,0.7272727272727273,0.0,0.56
TRAIL,RUNNING SUNGLASSES,0.75,0.9090909090909091,0.0,0.6551724137931034
GOLF,JUNIOR GOLF EQUIPMENT,1.0,0.7272727272727273,0,0.8125
SKI,MEN'S JACKETS OR PANTS BEGINNER SKIERS,0.803921568627451,0.847457627118644,0.8333333333333334,0.8275862068965517
Others,CN CHINESE FISHING LINES,0,0,0.0,0.0
FOOTBALL,DRY PITCH FOOTBALL SHOES JR,0.9523809523809523,0.7426900584795322,0.6086956521739131,0.7919254658385093
TENNIS,JUNIOR SOCKS,0.6090909090909091,0.6909090909090909,0.0,0.556420233463035
FITNESS,FITNESS CARDIO HOME BIKE,1.0,1.0,0.5,0.8888888888888888
SKI,GIRL BEGINNER ON PIST SKIING CLOTHS,0.8095238095238095,0.7391304347826086,0.7142857142857143,0.7647058823529411
CLIMBING,INDOOR ROPES,0,1.0,0,1.0
Others,DISCOVERY AQUATIC ENVIRONMENT,0,1.0,0,1.0
FITNESS,FITNESS CARDIO TREADMILL,1.0,1.0,0,1.0
FITNESS,FITNESS CARDIO TRAMPOLINE,1.0,1.0,0.0,0.6666666666666666
BADMINTON,MEN'S INTERMEDIATE BADMINTON APPAREL,0.7981651376146789,0.7054263565891473,0.13333333333333333,0.6501766784452296
BADMINTON,WOMEN'S INTERMEDIATE BADMINTON APPAREL,0.7570093457943925,0.8076923076923077,0.15789473684210525,0.6981818181818182
KAYAK/SUP,PADDLES STAND UP PADDLE,0.75,0.5,0.25,0.5
KAYAK/SUP,TOURING INFLATABLE SUP,0.8333333333333334,0.42857142857142855,0.5,0.5882352941176471
SKI,KID ON PISTE SKIING EQUIPMENT,1.0,0.625,0,0.8235294117647058
KAYAK/SUP,"""PUMPS",0.0,0.0,0.0,0.0
VOLLEYBALL,"""VOLLEY BALL KNEEPADS",0.0,0.0,0.0,0.0
HIKING/TREKKING,HEAD LAMPS TREK,0.75,0.6666666666666666,0.0,0.5454545454545454
CYCLING,CHILDS FIRST BIKE (1-4 YEARS),1.0,0.6,0.0,0.47368421052631576
Others,COLD WEATHER JR RIDINGWEAR,1.0,1.0,0,1.0
PILATES,WOMAN PANT JACKET SWEAT,1.0,0.9320388349514563,0.0,0.9480874316939891
GOLF,MEN GOLF RAINWEAR,1.0,1.0,0,1.0
FITNESS,FITNESS CARDIO CONFIRMED MAN OUTFIT,0.8762376237623762,0.8356643356643356,0.37,0.7704081632653061
BADMINTON,MEN'S INTERMEDIATE BADMINTON SHOES,0.7011494252873564,0.6794871794871795,0.10344827586206896,0.6030927835051546
TRAIL,MAN TRAIL RUNNING SHOES,0.8333333333333334,0.7373737373737373,0.21739130434782608,0.715
CYCLING,KIDS HYBRID BIKES 6-12 YEARS,1.0,1.0,0.4,0.7692307692307693
TRAIL,WOMAN TRAIL RUNNING SHOES,0.7972972972972973,0.8378378378378378,0.21052631578947367,0.7485029940119761
PILATES,"""WOMAN GYM",0,0.0,0,0.0
RUGBY,APPAREL RUGBY JUNIOR,0.7727272727272727,0.5714285714285714,0.5714285714285714,0.640625
RUGBY,APPAREL RUGBY MEN,0.8837209302325582,0.7692307692307693,0.6451612903225806,0.7787610619469026
CYCLING,ROADR BIKE SHOES,1.0,1.0,0.625,0.9230769230769231
JOG/RUN,KIDS ATHLETICS SHOES,1.0,0.7862068965517242,0.31868131868131866,0.761996161228407
GOLF,GOLF DIRECT ORDER ACCESSORIES,0.5,0,0,0.5
Others,WATERPROOF CLOTHING,1.0,1.0,0,1.0
JOG/RUN,MAN ROAD RUNNING COLD PROTECT CLOTHES,1.0,1.0,0.0,0.987012987012987
JOG/RUN,REGULAR WOMEN JOG RAIN PROTECT TEXTILE,1.0,1.0,0,1.0
JOG/RUN,OCC WOMEN JOG WIND PROTECT TX,0.8,0.8055555555555556,0.5833333333333334,0.7692307692307693
JOG/RUN,WOMAN ROAD RUNNING COLD PROTECT CLOTHES,1.0,1.0,0,1.0
BOXING,BOXING APPARELS,1.0,0.9090909090909091,0.5,0.88
Others,T-SHIRTS/POLOS,0,1.0,0,1.0
SKI,MEN BEGINNER SNOWBOARD EQUIPMENT,1.0,0.9444444444444444,0,0.9705882352941176
SKI,SKI AND SNOWBOARD BACKPACKS,1.0,0.6666666666666666,0,0.8571428571428571
RUGBY,BOOTS RUGBY DRY PITCH MEN,1.0,1.0,0,1.0
JOG/RUN,RUNNING VISIBILITY ACCESSORIES,0.75,0.75,0.25,0.5833333333333334
TENNIS,WOMAN COOL APPAREL,1.0,1.0,0,1.0
CYCLING,MEN WET WEATHER ROAD RACING APPAREL,1.0,0.4,0.0,0.3333333333333333
RUGBY,GUM SHIELD RUGBY,1.0,1.0,0.3333333333333333,0.7777777777777778
FITNESS,FITNESS CARDIO EXPERT WOMAN CLOTHING,0.7833333333333333,0.7526881720430108,0.4268292682926829,0.6932989690721649
SAILING,CRUISING SHOES MAN,1.0,1.0,0,1.0
SAILING,BEGINNER DINGHY EQUIPMENT,1.0,1.0,0.16666666666666666,0.75
SKI,WOMAN'S FREERIDE SKIING CLOTHING,1.0,0.9534883720930233,0,0.9701492537313433
HIKING/TREKKING,MEN MOUNTAIN TREK SOFTSHELL,1.0,1.0,0,1.0
SKI,WOMEN'S SKI BOOTS INTERMED. SKIERS,0,0.8,0,0.8
HIKING/TREKKING,GIRL SNOW HIKING JACKETS & WARM PANTS,1.0,0.9859154929577465,0.0,0.9831932773109243
SKI,BOY ADVANCED ON PISTE SKIING CLOTHS,1.0,1.0,0,1.0
SKI,JUNIOR SNOWBOARD EQUIPMENT,0.9795918367346939,0.8260869565217391,0.0,0.8823529411764706
SKI,WOMEN'S JACKET OR PANT ADVANCED SKIERS,1.0,1.0,0,1.0
SKI,WOMEN BEGINNER SNOWBOARD EQUIPMENT,1.0,0.9591836734693877,1.0,0.9764705882352941
SKI,FREERIDE SKI GLOVES ADULTS,0,1.0,0,1.0
SKI,MEN INTERMEDIATE SNOWBOARD EQUIPMENT,1.0,1.0,0,1.0
SKI,MAN'S FREERIDE SKIING CLOTHING,0.9210526315789473,0.94,0.6666666666666666,0.9148936170212766
FOOTBALL,KIPSTA CLUB TEXTILE,0,1.0,0,1.0
HIKING/TREKKING,FLEECE PADDED & SOFTHELL JKT BOY 2-6 Y,1.0,0.8414634146341463,0,0.9057971014492754
TENNIS,LIFESTYLE MEN SHOES HISTORICAL,1.0,1.0,0,1.0
TENNIS,LIFESTYLE WOMEN SHOES HISTORICAL,1.0,1.0,0,1.0
BADMINTON,ADULT BEGINNER BADMINTON RACKETS,0.7058823529411765,0.6470588235294118,0.0,0.5609756097560976
BADMINTON,WOMEN'S INTERMEDIATE BADMINTON SHOES,0.7916666666666666,0.625,0.375,0.640625
BADMINTON,MEN'S ADVANCED BADMINTON SHOES,0,0.35714285714285715,0.76,0.6153846153846154
SQUASH,SQUASH JUNIOR.,0.0,0.0,0.0,0.0
TENNIS,MEN ADVANCED MULTICOURT SHOES,0.8,1.0,0,0.9
JOG/RUN,RUNNING GPS WATCHES,0.6666666666666666,0.6666666666666666,0.0,0.5714285714285714
SKI,KID SKI AND SNOWBOARD HELMETS,1.0,0.9230769230769231,0,0.9545454545454546
SKI,FREERIDE SKIING HELMETS,1.0,1.0,0,1.0
SKI,COLD PROTECTION,0.0,0.5,0.0,0.23076923076923078
Others,KNIFES,0,1.0,0,1.0
BOXING,BOXING LUGGAGE,0,0.0,0.0,0.0
FITNESS,FITNESS CARDIO ELLIPTICAL,0,1.0,0.5,0.875
FOOTBALL,FUTSAL SHOES HOMME,0.803921568627451,0.6470588235294118,0.5348837209302325,0.6689655172413793
CYCLING,MEN ROAD CYCLING BIKES,1.0,0.9142857142857143,0.64,0.8032786885245902
FITNESS,FITNESS CARDIO BOTTLE TOWEL SWEATING,0.0,0.0,0.0,0.0
FITNESS,FITNESS CARDIO EXPERT MAN OUTFIT,0.6756756756756757,0.7575757575757576,0.1694915254237288,0.6208053691275168
JOG/RUN,WOMAN ROAD RUNNING SHOES,1.0,0.8367346938775511,0.2222222222222222,0.8140703517587939
Others,"""TROUT",0.0,0,0.0,0.0
Others,"""URBAN DANCE",0.0,0.0,0,0.0
FITNESS,FITNESS CARDIO CONFIRMED WOMAN CLOTHING,0.9285714285714286,0.8828967642526965,0.583710407239819,0.8473926380368099
CYCLING,MEN WARM WEATHER ROAD RACING APPAREL,0,0.92,0.4666666666666667,0.8153846153846154
JOG/RUN,ATHLETISM CLOTHES ADULT,1.0,0.5714285714285714,0.17647058823529413,0.48598130841121495
CYCLING,MEN WARM WEATHER BEGIN ST MTB APPAREL,1.0,0.8,0,0.9
DIVING,SCD MASKS & SNORKELS INT,1.0,0.7272727272727273,0.2857142857142857,0.7142857142857143
FITNESS,FITNESS CARDIO BIKING,0,1.0,0.5,0.75
GOLF,WOMENS MILD WEATHER GOLF SHOES,0,0.6,0,0.6
GOLF,GOLF SHOES,0,1.0,0,1.0
HIKING/TREKKING,SHORTS T-SHIRTS HATS REGULAR 7-15 yrs,0.6507936507936508,0.7623762376237624,0.3333333333333333,0.645320197044335
HIKING/TREKKING,TREKKING CARRYING BAGS,0.5,0.75,0.3333333333333333,0.5454545454545454
SURFING,MEN ADVANCED BOARDSHORT,0.8,0.6538461538461539,0.5,0.6639344262295082
Others,"""CN FLOATS",0,0,0.0,0.0
SAILING,ADVANCED DINGHY EQUIPMENT,1.0,1.0,0.6875,0.8809523809523809
SWIMMING,INTERMEDIATE EQUIPEMENT,1.0,0.0,0,0.5
Others,"""CN CHINESE POLE FISHING RODS",0,0.0,0,0.0
Others,"""TELESCOPIC POLE FISHING RODS",0,0.0,0,0.0
HIKING/TREKKING,HIKING PRESCRIPTION SUNGLASSES,0.043478260869565216,0.09523809523809523,0.1,0.078125
GOLF,BEGINNER GOLF CLUBS,1.0,0.5,0.0,0.5714285714285714
Others,HORSE RIDING SOCKS JUNIOR,0,0.6666666666666666,0,0.6666666666666666
HIKING/TREKKING,SNOWSHOES & SNOW HIKING POLES,1.0,1.0,0,1.0
GOLF,BEGINNER GOLF BAGS,1.0,1.0,0.5,0.8571428571428571
DIVING,SCD BAGS,0.5,0.0,0.0,0.16666666666666666
SURFING,INTERMEDIATE SURFBOARD,1.0,1.0,1.0,1.0
SURFING,ADVANCED SURFBOARD,1.0,0.4,0.0,0.36363636363636365
Others,SINKERS,0,1.0,0,1.0
SURFING,WOMEN INTERMEDIATE SURF SWIMSUITS,0.9312977099236641,0.9322033898305084,0.7666666666666667,0.904891304347826
BADMINTON,KIDS BADMINTON APPAREL,0.5172413793103449,0.6129032258064516,0.36666666666666664,0.5
CYCLING,HYBRID TREKKING BIKE,0,0.8125,1.0,0.8333333333333334
SKI,MEN'S JACKETS OR PANTS ADVANCED SKIERS,1.0,1.0,0,1.0
CYCLING,URBAN TRADITIONAL BIKES,1.0,0.8,1.0,0.8888888888888888
HIKING/TREKKING,TOURING CAMP FURNITURE,0.3333333333333333,0.2857142857142857,0.0,0.2222222222222222
KAYAK/SUP,TOURING INFLATABLE KAYAKS,1.0,0.5555555555555556,0.5,0.6363636363636364
KAYAK/SUP,KAYAK PADDLES,1.0,0.25,0.5,0.5833333333333334
KAYAK/SUP,DISCOVERY INFLATABLE BOATS,1.0,1.0,0,1.0
DIVING,SCD FULL FOOT FINS INT,0.9166666666666666,0.8333333333333334,0.5,0.8055555555555556
GOLF,INTERMEDIATE GOLF CLUBS,0,1.0,0,1.0
CYCLING,BEGINNER SPORT TRAIL MTB BIKES MEN,0,1.0,0.8,0.9090909090909091
Others,BILLIARD SPORTS,0,0.6,0,0.6
Others,ELECTRONICS CABLE BIKING,0,0,0.0,0.0
GOLF,INTERMEDIATE & ADVANCED GOLF BAGS,1.0,1.0,0,1.0
CYCLING,AD CROSS COUNTRY MTB BIKE,0,0.8333333333333334,0,0.8333333333333334
FOOTBALL,FUTSAL BALLS,0.6666666666666666,0.0,0.0,0.2857142857142857
Others,RACE WALKING SHOES,1.0,1.0,0,1.0
Others,MEN NORDIC WALKING SHOES,0,1.0,0,1.0
Others,WOMEN NORDIC WALKING SHOES,0,1.0,0,1.0
Others,FITNESS DANCE WOMEN APPAREL,1.0,1.0,0,1.0
RUGBY,PADS RUGBY JUNIOR,0.3888888888888889,0.2777777777777778,0.125,0.2692307692307692
RUGBY,BOOTS RUGBY WET PITCH MEN,1.0,1.0,0,1.0
CYCLING,BIKE BASKETS,0,0.5,0,0.5
JOG/RUN,REGULAR MEN JOGGING RAIN PROTECT TX,0.8214285714285714,0.6470588235294118,0,0.7555555555555555
SKI,MEN'S SKI BOOTS BEGINNER SKIERS,1.0,0.6666666666666666,0,0.8333333333333334
SKI,MEN'S SKI BOOTS INTERMED. SKIERS,1.0,0.8888888888888888,0,0.9375
CYCLING,MEN COLD WEATHER INTERMED ST MTB APPAREL,0,1.0,0,1.0
CYCLING,WOMAN MID SEASON CYCLING GARMENT,0,1.0,0,1.0
SKI,CHILDREN ON PISTE SKIING EQUIPMENT,0,0.5,0,0.5
Others,components created in TRACE,0,0.0,0,0.0
SKI,MEN ADVANCED SNOWBOARD EQUIPMENT,1.0,0.9354838709677419,0,0.95
SKI,GIRL ADVANCED ON PIST SKIING CLOTHS,1.0,1.0,0,1.0
SKI,WOMEN INTERMEDIATE SNOWBOARD EQUIPMENT,1.0,0.9333333333333333,0,0.9574468085106383
CYCLING,MID SEASON ROADR GLOVES,1.0,1.0,0,1.0
SKI,WOMEN'S SKIS OR POLES INTERMED. SKIERS,0,1.0,0,1.0
CYCLING,OVERSHOES COLD WEA,0,1.0,0,1.0
SKI,SNOWBOARD GLOVES,1.0,0.88,1.0,0.9354838709677419
SKI,WOMEN'S SKIS OR POLES ADVANCED SKIERS,0,1.0,0,1.0
FOOTBALL,WOMEN FOOT TEXTILE,1.0,1.0,0.0,0.9487179487179487
Others,BRAIDS,0,1.0,0,1.0
CYCLING,W COLD WEATHER ROAD CYCLING BASELAYER,0,1.0,0,1.0
FOOTBALL,SPAIN NATIONAL TEAM,1.0,1.0,0,1.0
FOOTBALL,FRANCE NATIONAL TEAM,1.0,1.0,0,1.0
CYCLING,BEGINNER SPORT TRAIL MTB SHOES MEN,0,1.0,0,1.0
TENNIS,MEN CLAY COURT SHOES,0.2,0.6,0,0.4
SKATE/ROLLER,JR FIGURE SKATING CLOTHES,0,1.0,0,1.0
Others,"""SW SPOONS",0,0.0,0,0.0
FOOTBALL,GERMANY NATIONAL TEAM,1.0,1.0,0,1.0
FOOTBALL,BRAZIL EQUIP NAT,1.0,1.0,0,1.0
FOOTBALL,ARGENTINE NATIONAL TEAM,1.0,1.0,0,1.0
CYCLING,MIXTE TERRAIN MTB TYRES,0,0,0.0,0.0
HIKING/TREKKING,DESERT TREKKING OUTFIT,0.9230769230769231,1.0,0.5641025641025641,0.8064516129032258
HIKING/TREKKING,WOMEN TREKKING JACKET,1.0,1.0,0,1.0
VOLLEYBALL,VOLLEY BALL SHOES,0,0,0.8421052631578947,0.8421052631578947
CYCLING,MEN WARM WEATHER ALL MOUNT. MTB APPAREL,0,0.2222222222222222,0,0.2222222222222222
CYCLING,KIDS ROAD BIKES 6-12 YEARS,0,0.0,0.0,0.0
Others,FIELD HOCKEY,0,1.0,0,1.0
Others,SKITTLES,1.0,0.0,0,0.5
KAYAK/SUP,RACE INFLATABLE SUP,0,1.0,0.0,0.5
CYCLING,ADULT WARM WEATHER ALL MOUNT. MTB GLOVES,1.0,1.0,0.25,0.5714285714285714
SKI,WOMEN'S SKI BOOTS ADVANCED SKIERS,0,1.0,0,1.0
DIVING,SCD ADJUSTABLE FINS INT,1.0,0.0,0.3333333333333333,0.4444444444444444
TABLE_TENNIS,TT SHOES INTERMEDIATE,0,0.4642857142857143,0.6428571428571429,0.5714285714285714
FITNESS,FITNESS CARDIO ROWER,1.0,1.0,1.0,1.0
GOLF,JUNIOR GOLF CLOTHING & SHOES,1.0,0.8461538461538461,0,0.875
PILATES,TRAMPOLINE,1.0,0,0,1.0
CROSSTRAIN,CROSS-TRAINING BARS AND PLATES,0,0,0.0,0.0
SAILING,CRUISING WARM WEATHER WOMAN CLOTHES,1.0,0.9130434782608695,0.4090909090909091,0.6266666666666667
DIVING,SCD SUITS >25бу INT,0,0.3,0.0,0.2727272727272727
DIVING,SCD MASKS & SNORKELS BEG,1.0,0.6666666666666666,0.0,0.42857142857142855
SAILING,REGATTA RAINY WEATHER WOMAN CLOTHES,0,0.0,0.16666666666666666,0.08333333333333333
Others,HOT WEATHER MAN GARMENT,0,1.0,0,1.0
CYCLING,M WARM WEATHER CROSS COUNTRY MTB APPAREL,1.0,1.0,0,1.0
CYCLING,ADULT CROSS COUNTRY MTB HELMETS,1.0,1.0,0.3333333333333333,0.8333333333333334
CYCLING,ROAD CYCLING SHOES,0,1.0,0.2857142857142857,0.6875
SURFING,SURFBOARDS BEGINNER,1.0,0.0,0.0,0.16666666666666666
HIKING/TREKKING,MEN TREKKING JACKET,1.0,1.0,0,1.0
SKI,FREERIDE SKIING POLES,1.0,0,0,1.0
CLIMBING,CLIMBING JR CLOTHING,0,1.0,0,1.0
CLIMBING,BOULDERING CRASH PAD,0,0.0,0,0.0
TRIATHLON,"""BARS",0.0,0.0,0.0,0.0
Others,COMPETITION PETANQUE BALLS,0,0.0,0,0.0
Others,GIRL DANCE APPAREL,0,1.0,0,1.0
SURFING,SURF TRANSPORT AND STORAGE,0,1.0,0,1.0
SAILING,BUOYANCY AID & HARNESS,0,0,1.0,1.0
Others,FRAME ROAD,1.0,0,0,1.0
TABLE_TENNIS,TT RACKETS COVERS INTERMEDIATE,0,0,0.0,0.0
CYCLING,CROSS COUNTRY MTB WATER BAGS,0,1.0,0.0,0.5
CYCLING,MEN INTERM ADVANC SPORT TRAIL MTB SHOES,1.0,0.9166666666666666,1.0,0.9411764705882353
Others,SPARE PARTS STEPPER,0,1.0,0,1.0
CYCLING,W MTB BIKE,0,0,0.3333333333333333,0.3333333333333333
BASKETBALL,WOMAN BASKETBALL FOOTWEAR,0.6666666666666666,0.5,0.5,0.5263157894736842
CYCLING,CITY JUNIOR WET WEATHER CYCLING APPAREL,1.0,1.0,0,1.0
Others,READY TO PRINT OFFICIAL PRINTING,0.5,0.0,0.5,0.2
FOOTBALL,GIRL FOOT TEXTILE,0,0,0.0,0.0
HIKING/TREKKING,FLEECE PADDED & SOFTHELL JKT GIRL 2-6 Y,0,0.4166666666666667,0,0.4166666666666667
KAYAK/SUP,DRAGON BOAT,0.0,0.0,0.0,0.0
Others,FRESHWATER FISHING BAITS,0,0,1.0,1.0
